Month,Sex,Client Group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
JUL23,Male,Number of clients who have experienced family and domestic violence,2017.0,3327.0,1044.0,741.0,302.0,102.0,155.0,213.0,7900.0
JUL23,Male,Number of clients with a current mental health issue,2923.0,3795.0,1384.0,595.0,667.0,513.0,284.0,114.0,10259.0
JUL23,Male,Number of clients with problematic drug or alcohol issues,925.0,1543.0,427.0,313.0,260.0,143.0,102.0,92.0,3798.0
JUL23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,59.0,770.0,126.0,12.0,16.0,11.0,20.0,2.0,1016.0
JUL23,Male,Number of nights in short-term/emergency accommodation,19544.0,20452.0,42979.0,8564.0,3314.0,4357.0,3238.0,1829.0,104277.0
JUL23,Male,Number of clients accommodated in short-term/emergency accommodation,978.0,1621.0,1748.0,552.0,189.0,259.0,138.0,168.0,5650.0
JUL23,Male,Number of clients who are homeless,5025.0,6209.0,3642.0,1345.0,1509.0,704.0,408.0,619.0,19419.0
JUL23,Male,Number of clients who are at risk of homelessness,3958.0,5992.0,2400.0,1055.0,1187.0,445.0,384.0,293.0,15692.0
JUL23,Total,Number of Indigenous clients,7585.0,4288.0,5155.0,3089.0,1900.0,448.0,381.0,2684.0,25485.0
JUL23,Total,Number of clients who have experienced family and domestic violence,8015.0,13355.0,4148.0,3553.0,1485.0,533.0,660.0,1121.0,32842.0
JUL23,Total,Number of clients with a current mental health issue,8233.0,9633.0,3759.0,2039.0,1816.0,1209.0,721.0,305.0,27683.0
JUL23,Total,Number of clients with problematic drug or alcohol issues,1835.0,2731.0,899.0,797.0,455.0,225.0,225.0,226.0,7383.0
JUL23,Total,Number of clients financially assisted with payments for short term/emergency accommodation,156.0,1669.0,556.0,67.0,61.0,62.0,72.0,23.0,2665.0
JUL23,Total,Number of nights in short-term/emergency accommodation,46994.0,52079.0,99514.0,21218.0,8532.0,9681.0,10035.0,4771.0,252824.0
JUL23,Total,Number of clients accommodated in short-term/emergency accommodation,2266.0,3644.0,4091.0,1529.0,489.0,571.0,386.0,614.0,13580.0
JUL23,Total,Number of clients who are homeless,11946.0,13763.0,8454.0,3335.0,3407.0,1584.0,1017.0,1456.0,44863.0
JUL23,Total,Number of clients who are at risk of homelessness,10884.0,16293.0,6503.0,3790.0,3327.0,970.0,860.0,1153.0,43719.0
JUN23,Female,Number of Indigenous clients,4668.0,2706.0,3327.0,2253.0,1210.0,257.0,218.0,1727.0,16331.0
JUN23,Female,Number of clients who have experienced family and domestic violence,5935.0,10069.0,3246.0,2761.0,1252.0,407.0,477.0,924.0,25042.0
JUN23,Female,Number of clients with a current mental health issue,5255.0,5951.0,2437.0,1444.0,1221.0,674.0,453.0,196.0,17613.0
JUN23,Female,Number of clients with problematic drug or alcohol issues,868.0,1262.0,444.0,463.0,213.0,76.0,130.0,119.0,3572.0
JUN23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,125.0,1021.0,502.0,68.0,57.0,44.0,50.0,20.0,1885.0
JUN23,Female,Number of nights in short-term/emergency accommodation,27120.0,32739.0,55596.0,12800.0,5269.0,5136.0,6265.0,3263.0,148188.0
JUN23,Female,Number of clients accommodated in short-term/emergency accommodation,1286.0,2090.0,2381.0,1055.0,318.0,295.0,228.0,426.0,8073.0
JUN23,Female,Number of clients who are homeless,6818.0,7833.0,4848.0,1968.0,1955.0,885.0,593.0,823.0,25650.0
JUN23,Female,Number of clients who are at risk of homelessness,7054.0,10461.0,4370.0,2819.0,2198.0,487.0,496.0,904.0,28750.0
JUN23,Male,Number of Indigenous clients,2961.0,1656.0,2007.0,1054.0,752.0,159.0,145.0,929.0,9648.0
JUN23,Male,Number of clients who have experienced family and domestic violence,2032.0,3360.0,1112.0,733.0,299.0,94.0,147.0,237.0,8013.0
JUN23,Male,Number of clients with a current mental health issue,2933.0,3848.0,1363.0,633.0,718.0,484.0,288.0,125.0,10378.0
JUN23,Male,Number of clients with problematic drug or alcohol issues,896.0,1568.0,417.0,321.0,271.0,150.0,104.0,95.0,3818.0
JUN23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,68.0,860.0,114.0,10.0,14.0,14.0,24.0,4.0,1108.0
JUN23,Male,Number of nights in short-term/emergency accommodation,19242.0,22123.0,42236.0,8460.0,3519.0,4603.0,3084.0,1939.0,105206.0
JUN23,Male,Number of clients accommodated in short-term/emergency accommodation,960.0,1729.0,1776.0,625.0,203.0,272.0,132.0,160.0,5850.0
JUN23,Male,Number of clients who are homeless,5158.0,6489.0,3656.0,1401.0,1579.0,698.0,413.0,607.0,19952.0
JUN23,Male,Number of clients who are at risk of homelessness,3992.0,6157.0,2487.0,1125.0,1264.0,442.0,375.0,309.0,16132.0
JUN23,Total,Number of Indigenous clients,7629.0,4362.0,5334.0,3307.0,1962.0,416.0,363.0,2656.0,25979.0
JUN23,Total,Number of clients who have experienced family and domestic violence,7967.0,13429.0,4358.0,3494.0,1551.0,501.0,624.0,1161.0,33055.0
JUN23,Total,Number of clients with a current mental health issue,8188.0,9799.0,3800.0,2077.0,1939.0,1158.0,741.0,321.0,27991.0
JUN23,Total,Number of clients with problematic drug or alcohol issues,1764.0,2830.0,861.0,784.0,484.0,226.0,234.0,214.0,7390.0
JUN23,Total,Number of clients financially assisted with payments for short term/emergency accommodation,193.0,1881.0,616.0,78.0,71.0,58.0,74.0,24.0,2993.0
JUN23,Total,Number of nights in short-term/emergency accommodation,46362.0,54862.0,97832.0,21260.0,8788.0,9739.0,9349.0,5202.0,253394.0
JUN23,Total,Number of clients accommodated in short-term/emergency accommodation,2246.0,3819.0,4157.0,1680.0,521.0,567.0,360.0,586.0,13923.0
JUN23,Total,Number of clients who are homeless,11976.0,14322.0,8504.0,3369.0,3534.0,1583.0,1006.0,1430.0,45602.0
JUN23,Total,Number of clients who are at risk of homelessness,11046.0,16618.0,6857.0,3944.0,3462.0,929.0,871.0,1213.0,44882.0
MAY23,Female,Number of Indigenous clients,4755.0,2777.0,3460.0,2291.0,1203.0,271.0,225.0,1750.0,16694.0
MAY23,Female,Number of clients who have experienced family and domestic violence,6149.0,10188.0,3249.0,2725.0,1323.0,413.0,502.0,904.0,25416.0
MAY23,Female,Number of clients with a current mental health issue,5412.0,6100.0,2471.0,1429.0,1218.0,676.0,454.0,192.0,17933.0
MAY23,Female,Number of clients with problematic drug or alcohol issues,892.0,1274.0,459.0,493.0,188.0,68.0,123.0,90.0,3584.0
MAY23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,154.0,1067.0,537.0,71.0,56.0,53.0,61.0,31.0,2028.0
MAY23,Female,Number of nights in short-term/emergency accommodation,28833.0,34148.0,57091.0,13555.0,5715.0,5452.0,6592.0,3363.0,154749.0
MAY23,Female,Number of clients accommodated in short-term/emergency accommodation,1393.0,2142.0,2389.0,1052.0,343.0,300.0,243.0,420.0,8277.0
MAY23,Female,Number of clients who are homeless,6890.0,7903.0,4990.0,1993.0,1969.0,894.0,588.0,810.0,25979.0
MAY23,Female,Number of clients who are at risk of homelessness,7239.0,10729.0,4376.0,2768.0,2270.0,520.0,512.0,868.0,29223.0
MAY23,Male,Number of Indigenous clients,2976.0,1703.0,2094.0,1044.0,717.0,174.0,139.0,940.0,9772.0
MAY23,Male,Number of clients who have experienced family and domestic violence,2101.0,3409.0,1131.0,683.0,331.0,108.0,154.0,226.0,8141.0
MAY23,Male,Number of clients with a current mental health issue,2913.0,3935.0,1357.0,595.0,717.0,476.0,287.0,140.0,10398.0
MAY23,Male,Number of clients with problematic drug or alcohol issues,927.0,1617.0,448.0,319.0,270.0,151.0,105.0,93.0,3927.0
MAY23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,84.0,973.0,138.0,6.0,31.0,18.0,25.0,2.0,1276.0
MAY23,Male,Number of nights in short-term/emergency accommodation,19921.0,23462.0,43060.0,8696.0,3816.0,5298.0,3118.0,2144.0,109515.0
MAY23,Male,Number of clients accommodated in short-term/emergency accommodation,997.0,1842.0,1798.0,592.0,211.0,278.0,137.0,164.0,6015.0
MAY23,Male,Number of clients who are homeless,5190.0,6604.0,3866.0,1379.0,1522.0,722.0,393.0,621.0,20251.0
MAY23,Male,Number of clients who are at risk of homelessness,4000.0,6269.0,2496.0,1076.0,1285.0,421.0,397.0,304.0,16229.0
MAY23,Total,Number of Indigenous clients,7731.0,4480.0,5554.0,3335.0,1920.0,445.0,364.0,2690.0,26466.0
MAY23,Total,Number of clients who have experienced family and domestic violence,8250.0,13597.0,4380.0,3408.0,1654.0,521.0,656.0,1130.0,33557.0
MAY23,Total,Number of clients with a current mental health issue,8325.0,10035.0,3828.0,2024.0,1935.0,1152.0,741.0,332.0,28331.0
MAY23,Total,Number of clients with problematic drug or alcohol issues,1819.0,2891.0,907.0,812.0,458.0,219.0,228.0,183.0,7511.0
MAY23,Total,Number of clients financially assisted with payments for short term/emergency accommodation,238.0,2040.0,675.0,77.0,87.0,71.0,86.0,33.0,3304.0
MAY23,Total,Number of nights in short-term/emergency accommodation,48754.0,57610.0,100151.0,22251.0,9531.0,10750.0,9710.0,5507.0,264264.0
MAY23,Total,Number of clients accommodated in short-term/emergency accommodation,2390.0,3984.0,4187.0,1644.0,554.0,578.0,380.0,584.0,14292.0
MAY23,Total,Number of clients who are homeless,12080.0,14507.0,8856.0,3372.0,3491.0,1616.0,981.0,1431.0,46230.0
MAY23,Total,Number of clients who are at risk of homelessness,11239.0,16998.0,6872.0,3844.0,3555.0,941.0,909.0,1172.0,45452.0
APR23,Female,Number of Indigenous clients,4549.0,2566.0,3322.0,2187.0,1090.0,272.0,214.0,1678.0,15843.0
APR23,Female,Number of clients who have experienced family and domestic violence,5899.0,9601.0,3101.0,2652.0,1205.0,404.0,501.0,840.0,24174.0
APR23,Female,Number of clients with a current mental health issue,5171.0,5692.0,2279.0,1324.0,1136.0,657.0,451.0,163.0,16855.0
APR23,Female,Number of clients with problematic drug or alcohol issues,829.0,1203.0,434.0,450.0,172.0,75.0,124.0,89.0,3375.0
APR23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,104.0,942.0,557.0,63.0,50.0,46.0,59.0,23.0,1842.0
APR23,Female,Number of nights in short-term/emergency accommodation,27702.0,33313.0,56931.0,13305.0,4982.0,5337.0,6532.0,3227.0,151329.0
APR23,Female,Number of clients accommodated in short-term/emergency accommodation,1305.0,2020.0,2429.0,1038.0,301.0,289.0,244.0,412.0,8034.0
APR23,Female,Number of clients who are homeless,6552.0,7623.0,4877.0,1885.0,1817.0,865.0,584.0,762.0,24909.0
APR23,Female,Number of clients who are at risk of homelessness,7075.0,9833.0,4082.0,2652.0,2142.0,523.0,486.0,905.0,27661.0
APR23,Male,Number of Indigenous clients,2796.0,1553.0,1987.0,984.0,662.0,175.0,133.0,845.0,9121.0
APR23,Male,Number of clients who have experienced family and domestic violence,1946.0,3264.0,1051.0,674.0,320.0,113.0,161.0,196.0,7724.0
APR23,Male,Number of clients with a current mental health issue,2763.0,3763.0,1274.0,559.0,637.0,457.0,292.0,127.0,9855.0
APR23,Male,Number of clients with problematic drug or alcohol issues,863.0,1536.0,424.0,289.0,245.0,147.0,95.0,87.0,3682.0
APR23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,62.0,733.0,176.0,8.0,18.0,14.0,21.0,4.0,1035.0
APR23,Male,Number of nights in short-term/emergency accommodation,19006.0,23002.0,42244.0,8453.0,3751.0,5262.0,2967.0,1960.0,106645.0
APR23,Male,Number of clients accommodated in short-term/emergency accommodation,962.0,1666.0,1746.0,553.0,198.0,259.0,125.0,147.0,5652.0
APR23,Male,Number of clients who are homeless,4860.0,6296.0,3756.0,1306.0,1437.0,680.0,386.0,614.0,19306.0
APR23,Male,Number of clients who are at risk of homelessness,3856.0,5734.0,2303.0,986.0,1208.0,435.0,374.0,300.0,15173.0
APR23,Total,Number of Indigenous clients,7345.0,4119.0,5309.0,3171.0,1752.0,447.0,347.0,2523.0,24964.0
APR23,Total,Number of clients who have experienced family and domestic violence,7845.0,12865.0,4152.0,3326.0,1525.0,517.0,662.0,1036.0,31898.0
APR23,Total,Number of clients with a current mental health issue,7934.0,9455.0,3553.0,1883.0,1773.0,1114.0,743.0,290.0,26710.0
APR23,Total,Number of clients with problematic drug or alcohol issues,1692.0,2739.0,858.0,739.0,417.0,222.0,219.0,176.0,7057.0
APR23,Total,Number of clients financially assisted with payments for short term/emergency accommodation,166.0,1675.0,733.0,71.0,68.0,60.0,80.0,27.0,2877.0
APR23,Total,Number of nights in short-term/emergency accommodation,46708.0,56315.0,99175.0,21758.0,8733.0,10599.0,9499.0,5187.0,257974.0
APR23,Total,Number of clients accommodated in short-term/emergency accommodation,2267.0,3686.0,4175.0,1591.0,499.0,548.0,369.0,559.0,13686.0
APR23,Total,Number of clients who are homeless,11412.0,13919.0,8633.0,3191.0,3254.0,1545.0,970.0,1376.0,44215.0
APR23,Total,Number of clients who are at risk of homelessness,10931.0,15567.0,6385.0,3638.0,3350.0,958.0,860.0,1205.0,42834.0
MAR23,Female,Number of Indigenous clients,4962.0,2715.0,3565.0,2317.0,1095.0,264.0,218.0,1741.0,16834.0
MAR23,Female,Number of clients who have experienced family and domestic violence,6443.0,9934.0,3331.0,2785.0,1320.0,435.0,531.0,965.0,25701.0
MAR23,Female,Number of clients with a current mental health issue,5438.0,6046.0,2436.0,1378.0,1220.0,714.0,465.0,186.0,17872.0
MAR23,Female,Number of clients with problematic drug or alcohol issues,893.0,1287.0,481.0,487.0,176.0,79.0,125.0,90.0,3616.0
MAR23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,144.0,1081.0,615.0,81.0,59.0,49.0,56.0,38.0,2120.0
MAR23,Female,Number of nights in short-term/emergency accommodation,29232.0,33769.0,60384.0,14023.0,5055.0,5858.0,6501.0,3390.0,158212.0
MAR23,Female,Number of clients accommodated in short-term/emergency accommodation,1429.0,2151.0,2561.0,1161.0,339.0,305.0,244.0,489.0,8674.0
MAR23,Female,Number of clients who are homeless,6864.0,7928.0,5137.0,2010.0,1854.0,933.0,604.0,847.0,26106.0
MAR23,Female,Number of clients who are at risk of homelessness,7681.0,10431.0,4331.0,2778.0,2332.0,538.0,501.0,935.0,29486.0
MAR23,Male,Number of Indigenous clients,3039.0,1665.0,2172.0,1069.0,687.0,175.0,141.0,840.0,9768.0
MAR23,Male,Number of clients who have experienced family and domestic violence,2107.0,3346.0,1185.0,746.0,335.0,133.0,179.0,220.0,8244.0
MAR23,Male,Number of clients with a current mental health issue,2934.0,4027.0,1408.0,565.0,666.0,489.0,310.0,127.0,10505.0
MAR23,Male,Number of clients with problematic drug or alcohol issues,877.0,1655.0,470.0,319.0,270.0,155.0,105.0,89.0,3937.0
MAR23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,74.0,907.0,178.0,14.0,30.0,18.0,17.0,5.0,1241.0
MAR23,Male,Number of nights in short-term/emergency accommodation,19644.0,24538.0,45093.0,9270.0,3650.0,5546.0,3197.0,1894.0,112832.0
MAR23,Male,Number of clients accommodated in short-term/emergency accommodation,1023.0,1874.0,1880.0,646.0,226.0,284.0,127.0,156.0,6209.0
MAR23,Male,Number of clients who are homeless,5132.0,6586.0,3919.0,1342.0,1443.0,753.0,402.0,637.0,20164.0
MAR23,Male,Number of clients who are at risk of homelessness,4218.0,6049.0,2470.0,1089.0,1313.0,413.0,397.0,312.0,16234.0
MAR23,Total,Number of Indigenous clients,8001.0,4380.0,5737.0,3386.0,1782.0,439.0,359.0,2581.0,26602.0
MAR23,Total,Number of clients who have experienced family and domestic violence,8550.0,13280.0,4516.0,3531.0,1655.0,568.0,710.0,1185.0,33945.0
MAR23,Total,Number of clients with a current mental health issue,8372.0,10073.0,3844.0,1943.0,1886.0,1203.0,775.0,313.0,28377.0
MAR23,Total,Number of clients with problematic drug or alcohol issues,1770.0,2942.0,951.0,806.0,446.0,234.0,230.0,179.0,7553.0
MAR23,Total,Number of clients financially assisted with payments for short term/emergency accommodation,218.0,1988.0,793.0,95.0,89.0,67.0,73.0,43.0,3361.0
MAR23,Total,Number of nights in short-term/emergency accommodation,48876.0,58307.0,105477.0,23293.0,8705.0,11404.0,9698.0,5284.0,271044.0
MAR23,Total,Number of clients accommodated in short-term/emergency accommodation,2452.0,4025.0,4441.0,1807.0,565.0,589.0,371.0,645.0,14883.0
MAR23,Total,Number of clients who are homeless,11996.0,14514.0,9056.0,3352.0,3297.0,1686.0,1006.0,1484.0,46270.0
MAR23,Total,Number of clients who are at risk of homelessness,11899.0,16480.0,6801.0,3867.0,3645.0,951.0,898.0,1247.0,45720.0
FEB23,Female,Number of Indigenous clients,4762.0,2640.0,3530.0,2227.0,1113.0,250.0,227.0,1699.0,16403.0
FEB23,Female,Number of clients who have experienced family and domestic violence,6206.0,9762.0,3159.0,2634.0,1344.0,437.0,533.0,935.0,24951.0
FEB23,Female,Number of clients with a current mental health issue,5191.0,5918.0,2296.0,1278.0,1189.0,684.0,465.0,181.0,17181.0
FEB23,Female,Number of clients with problematic drug or alcohol issues,848.0,1232.0,429.0,497.0,181.0,85.0,112.0,104.0,3487.0
FEB23,Female,Number of clients financially assisted with payments for short term/emergency accommodation,119.0,1044.0,592.0,71.0,72.0,43.0,45.0,28.0,2014.0
FEB23,Female,Number of nights in short-term/emergency accommodation,26660.0,30572.0,53937.0,12364.0,4397.0,4970.0,5726.0,3144.0,141770.0
FEB23,Female,Number of clients accommodated in short-term/emergency accommodation,1353.0,2106.0,2501.0,1081.0,283.0,277.0,224.0,477.0,8299.0
FEB23,Female,Number of clients who are homeless,6662.0,7887.0,5115.0,1943.0,1904.0,912.0,600.0,786.0,25739.0
FEB23,Female,Number of clients who are at risk of homelessness,7314.0,10134.0,4077.0,2623.0,2227.0,515.0,512.0,961.0,28321.0
FEB23,Male,Number of Indigenous clients,2979.0,1637.0,2147.0,1038.0,657.0,166.0,137.0,817.0,9561.0
FEB23,Male,Number of clients who have experienced family and domestic violence,2099.0,3241.0,1127.0,700.0,319.0,147.0,185.0,216.0,8022.0
FEB23,Male,Number of clients with a current mental health issue,2842.0,3891.0,1308.0,559.0,691.0,485.0,299.0,133.0,10194.0
FEB23,Male,Number of clients with problematic drug or alcohol issues,863.0,1601.0,441.0,363.0,271.0,145.0,115.0,91.0,3885.0
FEB23,Male,Number of clients financially assisted with payments for short term/emergency accommodation,68.0,901.0,184.0,7.0,28.0,16.0,10.0,1.0,1214.0
FEB23,Male,Number of nights in short-term/emergency accommodation,18568.0,22339.0,40902.0,8856.0,2814.0,4411.0,2511.0,1663.0,102064.0
FEB23,Male,Number of clients accommodated in short-term/emergency accommodation,981.0,1775.0,1861.0,630.0,176.0,275.0,110.0,151.0,5951.0
FEB23,Male,Number of clients who are homeless,4993.0,6642.0,3813.0,1325.0,1460.0,702.0,377.0,625.0,19886.0
FEB23,Male,Number of clients who are at risk of homelessness,4137.0,5845.0,2382.0,1027.0,1271.0,416.0,386.0,348.0,15791.0
FEB23,Total,Number of Indigenous clients,7741.0,4277.0,5677.0,3265.0,1770.0,416.0,364.0,2516.0,25964.0
FEB23,Total,Number of clients who have experienced family and domestic violence,8305.0,13003.0,4286.0,3334.0,1663.0,584.0,718.0,1151.0,32973.0
FEB23,Total,Number of clients with a current mental health issue,8033.0,9809.0,3604.0,1837.0,1880.0,1169.0,764.0,314.0,27375.0
