MONTH,GROUP,REASON FOR SEEKING ASSISTANCE,DATE,NSW,VIC,QLD,WA,SA,TAS,ACT,NT,NATIONAL
Apr19,Other,Lack of family and/or community support,2019-04-30,4705.0,5151.0,2479.0,1329.0,567.0,792.0,435.0,475.0,15924.0
Apr19,Other,Other,2019-04-30,7434.0,8738.0,4031.0,2159.0,1416.0,1068.0,703.0,1180.0,26695.0
Apr19,Other,Other (not elsewhere classified),2019-04-30,1888.0,2042.0,1235.0,576.0,184.0,108.0,187.0,537.0,6757.0
Apr19,Other,Transition from custodial arrangements,2019-04-30,601.0,1128.0,170.0,107.0,178.0,80.0,38.0,60.0,2362.0
Apr19,Other,Transition from foster care and child safety residential placements,2019-04-30,96.0,170.0,70.0,42.0,15.0,14.0,6.0,28.0,441.0
Apr19,Other,Transition from other care arrangements,2019-04-30,220.0,272.0,87.0,75.0,43.0,50.0,32.0,26.0,805.0
Apr19,Other,Unable to return home due to environmental reasons,2019-04-30,487.0,480.0,211.0,168.0,115.0,53.0,53.0,33.0,1600.0
Apr19,Total,Total clients,2019-04-30,23613.0,32752.0,12453.0,6569.0,6298.0,2427.0,1601.0,3126.0,88622.0
Apr20,Accommodation,Accommodation,2020-04-30,11581.0,16198.0,7471.0,2521.0,4206.0,1741.0,1216.0,1314.0,46173.0
Apr20,Accommodation,Housing crisis (e.g. eviction),2020-04-30,7185.0,9963.0,4341.0,1272.0,2767.0,1024.0,659.0,618.0,27812.0
Apr20,Accommodation,Inadequate or inappropriate dwelling conditions,2020-04-30,4555.0,8665.0,3894.0,1273.0,1403.0,882.0,653.0,766.0,22062.0
Apr20,Accommodation,Previous accommodation ended,2020-04-30,3279.0,4820.0,2233.0,857.0,482.0,802.0,468.0,256.0,13185.0
Apr20,Covid,Covid-19,2020-04-30,828.0,3065.0,975.0,338.0,66.0,59.0,140.0,26.0,5497.0
Apr20,Financial,Employment difficulties,2020-04-30,1439.0,2213.0,630.0,232.0,195.0,74.0,207.0,169.0,5157.0
Apr20,Financial,Financial,2020-04-30,10545.0,16274.0,6817.0,2338.0,1897.0,1210.0,1199.0,843.0,41079.0
Apr20,Financial,Financial difficulties,2020-04-30,7546.0,13267.0,5357.0,1711.0,1297.0,863.0,893.0,600.0,31511.0
Apr20,Financial,Housing affordability stress,2020-04-30,6177.0,9545.0,4149.0,1238.0,593.0,875.0,824.0,440.0,23831.0
Apr20,Financial,Problematic gambling,2020-04-30,76.0,49.0,39.0,6.0,13.0,4.0,2.0,6.0,195.0
Apr20,Financial,Unemployment,2020-04-30,2607.0,3604.0,1808.0,744.0,688.0,246.0,342.0,266.0,10297.0
Apr20,Health,Health,2020-04-30,5519.0,7531.0,2827.0,1522.0,1819.0,872.0,671.0,408.0,21151.0
Apr20,Health,Medical issues,2020-04-30,1548.0,2631.0,1113.0,502.0,587.0,321.0,256.0,174.0,7128.0
Apr20,Health,Mental health issues,2020-04-30,4220.0,5478.0,1827.0,945.0,1321.0,698.0,486.0,151.0,15115.0
Apr20,Health,Problematic alcohol use,2020-04-30,606.0,630.0,275.0,239.0,185.0,77.0,67.0,119.0,2198.0
Apr20,Health,Problematic drug or substance use,2020-04-30,1395.0,2042.0,551.0,482.0,369.0,144.0,137.0,79.0,5195.0
Apr20,Interpersonal,Family and domestic violence,2020-04-30,7257.0,13727.0,3313.0,2360.0,1636.0,465.0,681.0,860.0,30263.0
Apr20,Interpersonal,Interpersonal relationships,2020-04-30,10949.0,17474.0,5342.0,3227.0,2326.0,1032.0,1024.0,1151.0,42473.0
Apr20,Interpersonal,Non-family violence,2020-04-30,409.0,705.0,234.0,150.0,27.0,80.0,47.0,50.0,1702.0
Apr20,Interpersonal,Relationship/family breakdown,2020-04-30,5509.0,5818.0,2611.0,1381.0,720.0,583.0,741.0,265.0,17617.0
Apr20,Interpersonal,Sexual abuse,2020-04-30,341.0,525.0,155.0,215.0,64.0,28.0,47.0,20.0,1395.0
Apr20,Interpersonal,Time out from family/other situation,2020-04-30,1967.0,2281.0,1234.0,646.0,136.0,372.0,267.0,278.0,7181.0
Apr20,Not stated,Not stated,2020-04-30,473.0,194.0,9.0,6.0,0.0,1.0,5.0,458.0,1142.0
Apr20,Other,Discrimination including racial discrimination,2020-04-30,124.0,141.0,45.0,19.0,58.0,9.0,29.0,2.0,427.0
Apr20,Other,Disengagement with school or other education and training,2020-04-30,548.0,481.0,120.0,101.0,273.0,17.0,34.0,41.0,1615.0
Apr20,Other,Itinerant,2020-04-30,722.0,1134.0,300.0,230.0,403.0,237.0,22.0,141.0,3186.0
Apr20,Other,Lack of family and/or community support,2020-04-30,4304.0,5286.0,2796.0,1332.0,706.0,769.0,604.0,489.0,16279.0
Apr20,Other,Other,2020-04-30,6899.0,8948.0,4081.0,1981.0,1708.0,1058.0,895.0,1041.0,26592.0
Apr20,Other,Other (not elsewhere classified),2020-04-30,1469.0,1799.0,1038.0,393.0,199.0,101.0,200.0,387.0,5585.0
Apr20,Other,Transition from custodial arrangements,2020-04-30,546.0,1183.0,188.0,100.0,211.0,66.0,56.0,50.0,2397.0
Apr20,Other,Transition from foster care and child safety residential placements,2020-04-30,66.0,200.0,47.0,29.0,12.0,10.0,9.0,25.0,398.0
Apr20,Other,Transition from other care arrangements,2020-04-30,241.0,325.0,76.0,73.0,53.0,54.0,38.0,21.0,880.0
Apr20,Other,Unable to return home due to environmental reasons,2020-04-30,496.0,528.0,191.0,157.0,182.0,55.0,88.0,35.0,1732.0
Apr20,Total,Total clients,2020-04-30,22708.0,33195.0,12210.0,5490.0,6351.0,2301.0,1909.0,3199.0,87204.0
Apr21,Accommodation,Accommodation,2021-04-30,13302.0,15798.0,8036.0,3007.0,4313.0,1808.0,1092.0,1232.0,48510.0
Apr21,Accommodation,Housing crisis (e.g. eviction),2021-04-30,8401.0,9417.0,4881.0,1516.0,2851.0,1042.0,664.0,505.0,29249.0
Apr21,Accommodation,Inadequate or inappropriate dwelling conditions,2021-04-30,5201.0,8365.0,4150.0,1642.0,1458.0,912.0,562.0,744.0,23011.0
Apr21,Accommodation,Previous accommodation ended,2021-04-30,3563.0,5113.0,2410.0,900.0,462.0,757.0,404.0,280.0,13880.0
Apr21,Covid,Covid-19,2021-04-30,434.0,1904.0,435.0,147.0,2.0,2.0,65.0,12.0,3001.0
Apr21,Financial,Employment difficulties,2021-04-30,1210.0,1496.0,559.0,226.0,168.0,48.0,161.0,124.0,3992.0
Apr21,Financial,Financial,2021-04-30,11098.0,15497.0,6914.0,2749.0,1587.0,1251.0,1098.0,854.0,40998.0
Apr21,Financial,Financial difficulties,2021-04-30,7720.0,12383.0,5192.0,1947.0,958.0,837.0,782.0,560.0,30345.0
Apr21,Financial,Housing affordability stress,2021-04-30,7007.0,9178.0,4378.0,1541.0,485.0,944.0,748.0,463.0,24725.0
Apr21,Financial,Problematic gambling,2021-04-30,93.0,48.0,37.0,6.0,14.0,8.0,15.0,9.0,230.0
Apr21,Financial,Unemployment,2021-04-30,2595.0,3332.0,1636.0,893.0,561.0,172.0,321.0,266.0,9771.0
Apr21,Health,Health,2021-04-30,6101.0,7524.0,2933.0,1833.0,1709.0,940.0,669.0,349.0,22038.0
Apr21,Health,Medical issues,2021-04-30,1735.0,2627.0,1248.0,580.0,493.0,332.0,221.0,172.0,7402.0
Apr21,Health,Mental health issues,2021-04-30,4865.0,5623.0,1965.0,1123.0,1293.0,740.0,493.0,101.0,16189.0
Apr21,Health,Problematic alcohol use,2021-04-30,581.0,651.0,298.0,315.0,175.0,75.0,81.0,119.0,2294.0
Apr21,Health,Problematic drug or substance use,2021-04-30,1465.0,2113.0,541.0,533.0,370.0,123.0,184.0,43.0,5370.0
Apr21,Interpersonal,Family and domestic violence,2021-04-30,8176.0,13770.0,3539.0,3013.0,1618.0,514.0,687.0,1158.0,32405.0
Apr21,Interpersonal,Interpersonal relationships,2021-04-30,12098.0,17574.0,5439.0,3998.0,2306.0,1132.0,1035.0,1434.0,44928.0
Apr21,Interpersonal,Non-family violence,2021-04-30,435.0,684.0,192.0,137.0,50.0,116.0,78.0,44.0,1736.0
Apr21,Interpersonal,Relationship/family breakdown,2021-04-30,5781.0,5779.0,2544.0,1626.0,685.0,605.0,737.0,311.0,18053.0
Apr21,Interpersonal,Sexual abuse,2021-04-30,379.0,496.0,148.0,262.0,71.0,47.0,22.0,25.0,1449.0
Apr21,Interpersonal,Time out from family/other situation,2021-04-30,2292.0,2266.0,1266.0,771.0,123.0,412.0,212.0,286.0,7624.0
Apr21,Not stated,Not stated,2021-04-30,221.0,191.0,11.0,9.0,0.0,1.0,7.0,441.0,879.0
Apr21,Other,Discrimination including racial discrimination,2021-04-30,185.0,123.0,49.0,22.0,89.0,8.0,28.0,3.0,507.0
Apr21,Other,Disengagement with school or other education and training,2021-04-30,592.0,427.0,140.0,155.0,251.0,16.0,26.0,31.0,1638.0
Apr21,Other,Itinerant,2021-04-30,651.0,1165.0,307.0,260.0,376.0,143.0,21.0,105.0,3027.0
Apr21,Other,Lack of family and/or community support,2021-04-30,4578.0,5337.0,2956.0,1627.0,580.0,713.0,571.0,456.0,16804.0
Apr21,Other,Other,2021-04-30,7254.0,8992.0,4203.0,2547.0,1570.0,1029.0,876.0,936.0,27385.0
Apr21,Other,Other (not elsewhere classified),2021-04-30,1580.0,2092.0,995.0,555.0,217.0,122.0,216.0,338.0,6115.0
Apr21,Other,Transition from custodial arrangements,2021-04-30,583.0,1144.0,165.0,120.0,209.0,88.0,45.0,45.0,2398.0
Apr21,Other,Transition from foster care and child safety residential placements,2021-04-30,78.0,160.0,65.0,43.0,19.0,10.0,9.0,28.0,412.0
Apr21,Other,Transition from other care arrangements,2021-04-30,274.0,316.0,101.0,70.0,43.0,55.0,37.0,27.0,923.0
Apr21,Other,Unable to return home due to environmental reasons,2021-04-30,471.0,409.0,155.0,189.0,152.0,53.0,64.0,30.0,1523.0
Apr21,Total,Total clients,2021-04-30,24854.0,32616.0,13259.0,6831.0,6350.0,2530.0,1848.0,3398.0,91492.0
Apr22,Accommodation,Accommodation,2022-04-30,12446.0,15538.0,8328.0,2860.0,4162.0,1967.0,1111.0,1160.0,47503.0
Apr22,Accommodation,Housing crisis (e.g. eviction),2022-04-30,8300.0,9657.0,5324.0,1486.0,2933.0,1113.0,654.0,415.0,29856.0
Apr22,Accommodation,Inadequate or inappropriate dwelling conditions,2022-04-30,4654.0,8041.0,4189.0,1556.0,1083.0,1003.0,597.0,726.0,21835.0
Apr22,Accommodation,Previous accommodation ended,2022-04-30,3094.0,4368.0,2520.0,907.0,346.0,861.0,367.0,258.0,12716.0
Apr22,Covid,Covid-19,2022-04-30,312.0,1572.0,138.0,38.0,18.0,1.0,40.0,9.0,2128.0
Apr22,Financial,Employment difficulties,2022-04-30,1197.0,1414.0,503.0,302.0,153.0,55.0,136.0,126.0,3883.0
Apr22,Financial,Financial,2022-04-30,10777.0,14746.0,7234.0,2520.0,1510.0,1329.0,1123.0,846.0,40047.0
Apr22,Financial,Financial difficulties,2022-04-30,7476.0,11197.0,5202.0,1713.0,779.0,727.0,776.0,509.0,28358.0
Apr22,Financial,Housing affordability stress,2022-04-30,7277.0,9371.0,4855.0,1578.0,549.0,1064.0,776.0,543.0,26001.0
Apr22,Financial,Problematic gambling,2022-04-30,56.0,49.0,33.0,1.0,13.0,1.0,7.0,12.0,172.0
Apr22,Financial,Unemployment,2022-04-30,2300.0,3176.0,1408.0,818.0,527.0,191.0,272.0,246.0,8930.0
Apr22,Health,Health,2022-04-30,5647.0,7307.0,2760.0,1573.0,1467.0,976.0,641.0,339.0,20693.0
Apr22,Health,Medical issues,2022-04-30,1827.0,2539.0,1109.0,512.0,492.0,347.0,219.0,144.0,7189.0
Apr22,Health,Mental health issues,2022-04-30,4608.0,5569.0,1875.0,982.0,1077.0,759.0,461.0,116.0,15434.0
Apr22,Health,Problematic alcohol use,2022-04-30,468.0,658.0,276.0,302.0,154.0,82.0,70.0,128.0,2137.0
Apr22,Health,Problematic drug or substance use,2022-04-30,1111.0,2023.0,482.0,370.0,291.0,115.0,157.0,46.0,4592.0
Apr22,Interpersonal,Family and domestic violence,2022-04-30,7486.0,12962.0,3449.0,2759.0,1355.0,518.0,657.0,1020.0,30141.0
Apr22,Interpersonal,Interpersonal relationships,2022-04-30,11108.0,16221.0,5291.0,3635.0,1993.0,1182.0,996.0,1333.0,41678.0
Apr22,Interpersonal,Non-family violence,2022-04-30,399.0,632.0,227.0,112.0,36.0,108.0,59.0,65.0,1638.0
Apr22,Interpersonal,Relationship/family breakdown,2022-04-30,5494.0,5236.0,2417.0,1260.0,610.0,679.0,696.0,274.0,16655.0
Apr22,Interpersonal,Sexual abuse,2022-04-30,276.0,576.0,151.0,196.0,71.0,33.0,35.0,31.0,1369.0
Apr22,Interpersonal,Time out from family/other situation,2022-04-30,2142.0,2028.0,1224.0,708.0,70.0,417.0,210.0,282.0,7079.0
Apr22,Not stated,Not stated,2022-04-30,205.0,179.0,13.0,6.0,0.0,28.0,6.0,386.0,823.0
Apr22,Other,Discrimination including racial discrimination,2022-04-30,112.0,150.0,50.0,29.0,49.0,4.0,24.0,8.0,426.0
Apr22,Other,Disengagement with school or other education and training,2022-04-30,434.0,320.0,133.0,92.0,278.0,19.0,14.0,42.0,1332.0
Apr22,Other,Itinerant,2022-04-30,582.0,861.0,280.0,253.0,252.0,151.0,39.0,71.0,2487.0
Apr22,Other,Lack of family and/or community support,2022-04-30,4632.0,4901.0,2950.0,1273.0,451.0,776.0,440.0,438.0,15847.0
Apr22,Other,Other,2022-04-30,6804.0,8375.0,4226.0,2081.0,1315.0,1147.0,757.0,859.0,25540.0
Apr22,Other,Other (not elsewhere classified),2022-04-30,1274.0,1846.0,1059.0,489.0,175.0,159.0,193.0,288.0,5483.0
Apr22,Other,Transition from custodial arrangements,2022-04-30,439.0,1267.0,184.0,90.0,211.0,84.0,45.0,52.0,2372.0
Apr22,Other,Transition from foster care and child safety residential placements,2022-04-30,85.0,137.0,69.0,29.0,12.0,16.0,17.0,32.0,397.0
Apr22,Other,Transition from other care arrangements,2022-04-30,240.0,306.0,105.0,50.0,28.0,69.0,43.0,26.0,867.0
Apr22,Other,Unable to return home due to environmental reasons,2022-04-30,432.0,367.0,184.0,121.0,125.0,97.0,76.0,22.0,1423.0
Apr22,Total,Total clients,2022-04-30,23171.0,31255.0,13489.0,6325.0,6062.0,2809.0,1855.0,3222.0,88002.0
Apr23,Accommodation,Accommodation,2023-04-30,12553.0,15761.0,9570.0,3010.0,4801.0,1795.0,1134.0,1190.0,49734.0
Apr23,Accommodation,Housing crisis (e.g. eviction),2023-04-30,8475.0,10089.0,6452.0,1601.0,3386.0,956.0,707.0,326.0,31959.0
Apr23,Accommodation,Inadequate or inappropriate dwelling conditions,2023-04-30,4524.0,8127.0,4577.0,1702.0,1232.0,960.0,618.0,870.0,22595.0
Apr23,Accommodation,Previous accommodation ended,2023-04-30,3196.0,4423.0,2807.0,958.0,465.0,735.0,328.0,170.0,13073.0
Apr23,Covid,Covid-19,2023-04-30,77.0,704.0,22.0,5.0,5.0,0.0,22.0,5.0,840.0
Apr23,Financial,Financial,2023-04-30,11247.0,15425.0,8970.0,3029.0,1568.0,1164.0,1094.0,732.0,43173.0
Apr23,Health,Health,2023-04-30,5501.0,7179.0,3114.0,1715.0,1451.0,815.0,665.0,336.0,20759.0
Apr23,Health,Medical issues,2023-04-30,1615.0,2435.0,1334.0,592.0,493.0,292.0,210.0,145.0,7112.0
Apr23,Health,Mental health issues,2023-04-30,4462.0,5399.0,2130.0,1126.0,1061.0,633.0,497.0,103.0,15399.0
Apr23,Health,Problematic alcohol use,2023-04-30,491.0,660.0,284.0,272.0,136.0,75.0,65.0,122.0,2104.0
Apr23,Health,Problematic drug or substance use,2023-04-30,1191.0,2092.0,472.0,397.0,279.0,119.0,168.0,63.0,4779.0
Apr23,Interpersonal,Family and domestic violence,2023-04-30,7389.0,12486.0,3936.0,3169.0,1411.0,497.0,619.0,979.0,30457.0
Apr23,Interpersonal,Interpersonal relationships,2023-04-30,10813.0,15789.0,5957.0,4074.0,2049.0,1116.0,957.0,1230.0,41936.0
Apr23,Interpersonal,Non-family violence,2023-04-30,484.0,554.0,244.0,128.0,34.0,104.0,56.0,26.0,1628.0
Apr23,Interpersonal,Relationship/family breakdown,2023-04-30,5170.0,5245.0,2673.0,1376.0,657.0,668.0,658.0,209.0,16642.0
Apr23,Interpersonal,Sexual abuse,2023-04-30,309.0,557.0,186.0,212.0,64.0,41.0,38.0,19.0,1425.0
Apr23,Interpersonal,Time out from family/other situation,2023-04-30,2086.0,2074.0,1271.0,704.0,81.0,368.0,231.0,285.0,7099.0
Apr23,Not stated,Not stated,2023-04-30,249.0,174.0,36.0,16.0,0.0,30.0,6.0,288.0,797.0
Apr23,Other,Other,2023-04-30,6423.0,8758.0,4801.0,2500.0,1367.0,973.0,750.0,839.0,26392.0
Apr23,Total,Total clients,2023-04-30,23021.0,31212.0,15400.0,7059.0,6755.0,2559.0,1884.0,3055.0,90783.0
Aug17,Accommodation,Accommodation,2017-08-31,13458.0,15812.0,6995.0,2353.0,3691.0,1684.0,1030.0,1353.0,46276.0
Aug17,Accommodation,Housing crisis (e.g. eviction),2017-08-31,10173.0,11736.0,4895.0,1478.0,1982.0,1186.0,632.0,849.0,32887.0
Aug17,Accommodation,Inadequate or inappropriate dwelling conditions,2017-08-31,4731.0,6863.0,3332.0,1127.0,1525.0,706.0,486.0,639.0,19384.0
Aug17,Accommodation,Previous accommodation ended,2017-08-31,3673.0,4007.0,1939.0,716.0,425.0,712.0,336.0,192.0,11989.0
Aug17,Financial,Employment difficulties,2017-08-31,942.0,1098.0,474.0,224.0,158.0,62.0,66.0,101.0,3124.0
Aug17,Financial,Financial,2017-08-31,10562.0,12899.0,5540.0,2472.0,1416.0,975.0,790.0,835.0,35442.0
Aug17,Financial,Financial difficulties,2017-08-31,7703.0,10572.0,4240.0,1897.0,873.0,672.0,550.0,605.0,27088.0
Aug17,Financial,Housing affordability stress,2017-08-31,6237.0,6955.0,3506.0,1160.0,505.0,623.0,519.0,396.0,19892.0
Aug17,Financial,Problematic gambling,2017-08-31,90.0,75.0,36.0,9.0,23.0,3.0,6.0,9.0,250.0
Aug17,Financial,Unemployment,2017-08-31,2455.0,2238.0,1276.0,585.0,382.0,188.0,116.0,208.0,7446.0
Aug17,Health,Health,2017-08-31,5681.0,6289.0,2392.0,1230.0,1383.0,829.0,461.0,422.0,18663.0
Aug17,Health,Medical issues,2017-08-31,1842.0,2364.0,970.0,369.0,430.0,311.0,175.0,163.0,6619.0
Aug17,Health,Mental health issues,2017-08-31,4019.0,4356.0,1427.0,711.0,911.0,609.0,307.0,127.0,12453.0
Aug17,Health,Problematic alcohol use,2017-08-31,735.0,578.0,449.0,230.0,219.0,77.0,45.0,152.0,2485.0
Aug17,Health,Problematic drug or substance use,2017-08-31,1554.0,1575.0,554.0,457.0,371.0,134.0,105.0,77.0,4822.0
Aug17,Interpersonal,Family and domestic violence,2017-08-31,6482.0,12887.0,2928.0,2479.0,1857.0,559.0,487.0,963.0,28584.0
Aug17,Interpersonal,Interpersonal relationships,2017-08-31,10307.0,16327.0,4586.0,3376.0,2458.0,1134.0,790.0,1217.0,40120.0
Aug17,Interpersonal,Non-family violence,2017-08-31,431.0,449.0,191.0,92.0,46.0,99.0,52.0,51.0,1411.0
Aug17,Interpersonal,Relationship/family breakdown,2017-08-31,5676.0,4993.0,2166.0,1316.0,576.0,621.0,569.0,300.0,16202.0
Aug17,Interpersonal,Sexual abuse,2017-08-31,360.0,434.0,98.0,174.0,79.0,19.0,31.0,16.0,1210.0
Aug17,Interpersonal,Time out from family/other situation,2017-08-31,2036.0,1761.0,1028.0,670.0,134.0,276.0,194.0,218.0,6314.0
Aug17,Not stated,Not stated,2017-08-31,136.0,198.0,4.0,88.0,0.0,2.0,9.0,36.0,472.0
Aug17,Other,Discrimination including racial discrimination,2017-08-31,111.0,100.0,71.0,15.0,82.0,9.0,1.0,1.0,390.0
