DATE,MONTH,SEX,CLIENT GROUP,NSW,VIC,QLD,WA,SA,TAS,ACT,NT,NATIONAL,NSW_POPULATION,VIC_POPULATION,QLD_POPULATION,WA_POPULATION,SA_POPULATION,TAS_POPULATION,ACT_POPULATION,NT_POPULATION,NATIONAL_POPULATION,NATIONAL_PER_10k,NSW_PER_10k,NSW_PROPORTION_OF_NATIONAL,NSW_PROPORTION_OF_NATIONAL_PER_10k,NSW_PROPORTION_OF_NATIONAL_POPULATION,NSW_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,VIC_PER_10k,VIC_PROPORTION_OF_NATIONAL,VIC_PROPORTION_OF_NATIONAL_PER_10k,VIC_PROPORTION_OF_NATIONAL_POPULATION,VIC_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,QLD_PER_10k,QLD_PROPORTION_OF_NATIONAL,QLD_PROPORTION_OF_NATIONAL_PER_10k,QLD_PROPORTION_OF_NATIONAL_POPULATION,QLD_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,WA_PER_10k,WA_PROPORTION_OF_NATIONAL,WA_PROPORTION_OF_NATIONAL_PER_10k,WA_PROPORTION_OF_NATIONAL_POPULATION,WA_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,SA_PER_10k,SA_PROPORTION_OF_NATIONAL,SA_PROPORTION_OF_NATIONAL_PER_10k,SA_PROPORTION_OF_NATIONAL_POPULATION,SA_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,TAS_PER_10k,TAS_PROPORTION_OF_NATIONAL,TAS_PROPORTION_OF_NATIONAL_PER_10k,TAS_PROPORTION_OF_NATIONAL_POPULATION,TAS_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,ACT_PER_10k,ACT_PROPORTION_OF_NATIONAL,ACT_PROPORTION_OF_NATIONAL_PER_10k,ACT_PROPORTION_OF_NATIONAL_POPULATION,ACT_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP,NT_PER_10k,NT_PROPORTION_OF_NATIONAL,NT_PROPORTION_OF_NATIONAL_PER_10k,NT_PROPORTION_OF_NATIONAL_POPULATION,NT_PROPORTION_OF_NATIONAL_COMPARED_TO_PROP_POP
2017-07-31,Jul17,Female,Number of clients who are at risk of homelessness,6621.0,8879.0,3000.0,2231.0,2229.0,553.0,457.0,1024.0,24950.0,,,,,,,,,,,,26.5,,,,,35.6,,,,,12.0,,,,,8.9,,,,,8.9,,,,,2.2,,,,,1.8,,,,,4.1,,,
2017-07-31,Jul17,Male,Number of indigenous clients,2363.0,1114.0,1496.0,735.0,557.0,121.0,97.0,823.0,7290.0,,,,,,,,,,,,32.4,,,,,15.3,,,,,20.5,,,,,10.1,,,,,7.6,,,,,1.7,,,,,1.3,,,,,11.3,,,
2017-07-31,Jul17,Male,Number of clients who have experienced family and domestic violence,1908.0,2334.0,850.0,524.0,358.0,130.0,144.0,262.0,6506.0,,,,,,,,,,,,29.3,,,,,35.9,,,,,13.1,,,,,8.1,,,,,5.5,,,,,2.0,,,,,2.2,,,,,4.0,,,
2017-07-31,Jul17,Male,Number of clients with a current mental health issue,2732.0,2976.0,1090.0,519.0,556.0,410.0,153.0,133.0,8551.0,,,,,,,,,,,,31.9,,,,,34.8,,,,,12.7,,,,,6.1,,,,,6.5,,,,,4.8,,,,,1.8,,,,,1.6,,,
2017-07-31,Jul17,Female,Number of clients who are homeless,5567.0,7157.0,2784.0,1256.0,1438.0,630.0,449.0,394.0,19626.0,,,,,,,,,,,,28.4,,,,,36.5,,,,,14.2,,,,,6.4,,,,,7.3,,,,,3.2,,,,,2.3,,,,,2.0,,,
2017-08-31,Aug17,Total,Number of clients who are homeless,10064.0,13302.0,5511.0,2353.0,2624.0,1225.0,772.0,795.0,36581.0,,,,,,,,,,,,27.5,,,,,36.4,,,,,15.1,,,,,6.4,,,,,7.2,,,,,3.3,,,,,2.1,,,,,2.2,,,
2017-08-31,Aug17,Total,Number of clients accommodated in short-term/emergency accommodation,2398.0,2858.0,3823.0,1386.0,667.0,418.0,340.0,582.0,12453.0,,,,,,,,,,,,19.3,,,,,23.0,,,,,30.7,,,,,11.1,,,,,5.4,,,,,3.4,,,,,2.7,,,,,4.7,,,
2017-08-31,Aug17,Total,Number of nights in short-term/emergency accommodation,46826.0,43330.0,76939.0,16443.0,13074.0,6207.0,8049.0,5728.0,216596.0,,,,,,,,,,,,21.6,,,,,20.0,,,,,35.5,,,,,7.6,,,,,6.0,,,,,2.9,,,,,3.7,,,,,2.6,,,
2017-08-31,Aug17,Total,Number of clients with problematic drug or alcohol issues,2265.0,2272.0,980.0,743.0,553.0,230.0,156.0,261.0,7450.0,,,,,,,,,,,,30.4,,,,,30.5,,,,,13.2,,,,,10.0,,,,,7.4,,,,,3.1,,,,,2.1,,,,,3.5,,,
2017-08-31,Aug17,Total,Number of clients with a current mental health issue,7051.0,8292.0,2613.0,1504.0,1519.0,909.0,530.0,292.0,22673.0,,,,,,,,,,,,31.1,,,,,36.6,,,,,11.5,,,,,6.6,,,,,6.7,,,,,4.0,,,,,2.3,,,,,1.3,,,
2017-08-31,Aug17,Total,Number of clients financially assisted with payments for short term/emergency accommodation,175.0,1497.0,143.0,85.0,71.0,88.0,18.0,18.0,2093.0,,,,,,,,,,,,8.4,,,,,71.5,,,,,6.8,,,,,4.1,,,,,3.4,,,,,4.2,,,,,0.9,,,,,0.9,,,
2017-08-31,Aug17,Male,Number of clients who are homeless,4484.0,5936.0,2613.0,1028.0,1162.0,613.0,334.0,365.0,16507.0,,,,,,,,,,,,27.2,,,,,36.0,,,,,15.8,,,,,6.2,,,,,7.0,,,,,3.7,,,,,2.0,,,,,2.2,,,
2017-08-31,Aug17,Male,Number of clients who are at risk of homelessness,4083.0,4948.0,2100.0,916.0,1181.0,416.0,341.0,622.0,14577.0,,,,,,,,,,,,28.0,,,,,33.9,,,,,14.4,,,,,6.3,,,,,8.1,,,,,2.9,,,,,2.3,,,,,4.3,,,
2017-08-31,Aug17,Male,Number of clients accommodated in short-term/emergency accommodation,1116.0,1292.0,1768.0,491.0,302.0,179.0,144.0,191.0,5471.0,,,,,,,,,,,,20.4,,,,,23.6,,,,,32.3,,,,,9.0,,,,,5.5,,,,,3.3,,,,,2.6,,,,,3.5,,,
2017-08-31,Aug17,Male,Number of nights in short-term/emergency accommodation,21477.0,17953.0,35991.0,6677.0,5878.0,2480.0,3204.0,2677.0,96337.0,,,,,,,,,,,,22.3,,,,,18.6,,,,,37.4,,,,,6.9,,,,,6.1,,,,,2.6,,,,,3.3,,,,,2.8,,,
2017-08-31,Aug17,Total,Number of clients who have experienced family and domestic violence,7207.0,13151.0,3106.0,2606.0,1952.0,588.0,514.0,1025.0,30085.0,,,,,,,,,,,,24.0,,,,,43.7,,,,,10.3,,,,,8.7,,,,,6.5,,,,,2.0,,,,,1.7,,,,,3.4,,,
2017-08-31,Aug17,Total,Number of indigenous clients,6286.0,2942.0,3680.0,2149.0,1573.0,290.0,275.0,2359.0,19503.0,,,,,,,,,,,,32.2,,,,,15.1,,,,,18.9,,,,,11.0,,,,,8.1,,,,,1.5,,,,,1.4,,,,,12.1,,,
2017-08-31,Aug17,Male,Number of clients financially assisted with payments for short term/emergency accommodation,56.0,669.0,48.0,20.0,21.0,35.0,6.0,8.0,862.0,,,,,,,,,,,,6.5,,,,,77.6,,,,,5.6,,,,,2.3,,,,,2.4,,,,,4.1,,,,,0.7,,,,,0.9,,,
2017-08-31,Aug17,Male,Number of clients who have experienced family and domestic violence,1898.0,2358.0,865.0,525.0,339.0,130.0,142.0,279.0,6529.0,,,,,,,,,,,,29.1,,,,,36.1,,,,,13.2,,,,,8.0,,,,,5.2,,,,,2.0,,,,,2.2,,,,,4.3,,,
2017-08-31,Aug17,Male,Number of clients with problematic drug or alcohol issues,1225.0,1219.0,561.0,351.0,334.0,156.0,69.0,116.0,4022.0,,,,,,,,,,,,30.5,,,,,30.3,,,,,13.9,,,,,8.7,,,,,8.3,,,,,3.9,,,,,1.7,,,,,2.9,,,
2017-08-31,Aug17,Total,Number of clients who are at risk of homelessness,10808.0,14008.0,5268.0,3173.0,3405.0,975.0,828.0,1685.0,40064.0,,,,,,,,,,,,27.0,,,,,35.0,,,,,13.1,,,,,7.9,,,,,8.5,,,,,2.4,,,,,2.1,,,,,4.2,,,
2017-08-31,Aug17,Female,Number of clients who are homeless,5580.0,7366.0,2898.0,1325.0,1462.0,612.0,438.0,430.0,20074.0,,,,,,,,,,,,27.8,,,,,36.7,,,,,14.4,,,,,6.6,,,,,7.3,,,,,3.0,,,,,2.2,,,,,2.1,,,
2017-08-31,Aug17,Male,Number of indigenous clients,2425.0,1126.0,1527.0,702.0,582.0,117.0,107.0,862.0,7431.0,,,,,,,,,,,,32.6,,,,,15.2,,,,,20.5,,,,,9.4,,,,,7.8,,,,,1.6,,,,,1.4,,,,,11.6,,,
2017-08-31,Aug17,Female,Number of nights in short-term/emergency accommodation,25349.0,25377.0,40948.0,9766.0,7196.0,3727.0,4845.0,3051.0,120259.0,,,,,,,,,,,,21.1,,,,,21.1,,,,,34.0,,,,,8.1,,,,,6.0,,,,,3.1,,,,,4.0,,,,,2.5,,,
2017-08-31,Aug17,Female,Number of clients with a current mental health issue,4298.0,5186.0,1517.0,957.0,923.0,476.0,351.0,168.0,13859.0,,,,,,,,,,,,31.0,,,,,37.4,,,,,10.9,,,,,6.9,,,,,6.7,,,,,3.4,,,,,2.5,,,,,1.2,,,
2017-08-31,Aug17,Female,Number of clients accommodated in short-term/emergency accommodation,1282.0,1566.0,2055.0,895.0,365.0,239.0,196.0,391.0,6982.0,,,,,,,,,,,,18.4,,,,,22.4,,,,,29.4,,,,,12.8,,,,,5.2,,,,,3.4,,,,,2.8,,,,,5.6,,,
2017-08-31,Aug17,Female,Number of clients who have experienced family and domestic violence,5309.0,10793.0,2241.0,2081.0,1613.0,458.0,372.0,746.0,23556.0,,,,,,,,,,,,22.5,,,,,45.8,,,,,9.5,,,,,8.8,,,,,6.8,,,,,1.9,,,,,1.6,,,,,3.2,,,
2017-08-31,Aug17,Female,Number of indigenous clients,3861.0,1816.0,2153.0,1447.0,991.0,173.0,168.0,1497.0,12072.0,,,,,,,,,,,,32.0,,,,,15.0,,,,,17.8,,,,,12.0,,,,,8.2,,,,,1.4,,,,,1.4,,,,,12.4,,,
2017-08-31,Aug17,Female,Number of clients financially assisted with payments for short term/emergency accommodation,119.0,828.0,95.0,65.0,50.0,53.0,12.0,10.0,1231.0,,,,,,,,,,,,9.7,,,,,67.3,,,,,7.7,,,,,5.3,,,,,4.1,,,,,4.3,,,,,1.0,,,,,0.8,,,
2017-08-31,Aug17,Male,Number of clients with a current mental health issue,2753.0,3106.0,1096.0,547.0,596.0,433.0,179.0,124.0,8814.0,,,,,,,,,,,,31.2,,,,,35.2,,,,,12.4,,,,,6.2,,,,,6.8,,,,,4.9,,,,,2.0,,,,,1.4,,,
2017-08-31,Aug17,Female,Number of clients with problematic drug or alcohol issues,1040.0,1053.0,419.0,392.0,219.0,74.0,87.0,145.0,3428.0,,,,,,,,,,,,30.3,,,,,30.7,,,,,12.2,,,,,11.4,,,,,6.4,,,,,2.2,,,,,2.5,,,,,4.2,,,
2017-08-31,Aug17,Female,Number of clients who are at risk of homelessness,6725.0,9060.0,3168.0,2257.0,2224.0,559.0,487.0,1063.0,25487.0,,,,,,,,,,,,26.4,,,,,35.5,,,,,12.4,,,,,8.9,,,,,8.7,,,,,2.2,,,,,1.9,,,,,4.2,,,
2017-09-30,Sep17,Male,Number of clients with a current mental health issue,2735.0,2911.0,1103.0,513.0,579.0,459.0,170.0,121.0,8575.0,3912293.0,3131735.0,2451354.0,1299493.0,856604.0,262154.0,206965.0,127867.0,12250963.0,7.0,7.0,31.9,99.9,31.9,99.9,9.3,33.9,132.8,25.6,132.8,4.5,12.9,64.3,20.0,64.3,3.9,6.0,56.4,10.6,56.4,6.8,6.8,96.6,7.0,96.6,17.5,5.4,250.1,2.1,250.1,8.2,2.0,117.4,1.7,117.4,9.5,1.4,135.2,1.0,135.2
2017-09-30,Sep17,Male,Number of clients with problematic drug or alcohol issues,1169.0,1160.0,543.0,337.0,326.0,171.0,70.0,101.0,3870.0,3912293.0,3131735.0,2451354.0,1299493.0,856604.0,262154.0,206965.0,127867.0,12250963.0,3.2,3.0,30.2,94.6,31.9,94.6,3.7,30.0,117.3,25.6,117.3,2.2,14.0,70.1,20.0,70.1,2.6,8.7,82.1,10.6,82.1,3.8,8.4,120.5,7.0,120.5,6.5,4.4,206.5,2.1,206.5,3.4,1.8,107.1,1.7,107.1,7.9,2.6,250.0,1.0,250.0
2017-09-30,Sep17,Male,Number of nights in short-term/emergency accommodation,20781.0,17331.0,34734.0,6356.0,5814.0,2579.0,2998.0,2642.0,93235.0,3912293.0,3131735.0,2451354.0,1299493.0,856604.0,262154.0,206965.0,127867.0,12250963.0,76.1,53.1,22.3,69.8,31.9,69.8,55.3,18.6,72.7,25.6,72.7,141.7,37.3,186.2,20.0,186.2,48.9,6.8,64.3,10.6,64.3,67.9,6.2,89.2,7.0,89.2,98.4,2.8,129.3,2.1,129.3,144.9,3.2,190.3,1.7,190.3,206.6,2.8,271.5,1.0,271.5
2017-09-30,Sep17,Male,Number of clients financially assisted with payments for short term/emergency accommodation,63.0,626.0,41.0,9.0,14.0,37.0,5.0,8.0,801.0,3912293.0,3131735.0,2451354.0,1299493.0,856604.0,262154.0,206965.0,127867.0,12250963.0,0.7,0.2,7.9,24.6,31.9,24.6,2.0,78.2,305.7,25.6,305.7,0.2,5.1,25.6,20.0,25.6,0.1,1.1,10.6,10.6,10.6,0.2,1.7,25.0,7.0,25.0,1.4,4.6,215.9,2.1,215.9,0.2,0.6,36.9,1.7,36.9,0.6,1.0,95.7,1.0,95.7
2017-09-30,Sep17,Male,Number of clients who are at risk of homelessness,4046.0,4748.0,1991.0,894.0,1166.0,421.0,306.0,610.0,14154.0,3912293.0,3131735.0,2451354.0,1299493.0,856604.0,262154.0,206965.0,127867.0,12250963.0,11.6,10.3,28.6,89.5,31.9,89.5,15.2,33.5,131.2,25.6,131.2,8.1,14.1,70.3,20.0,70.3,6.9,6.3,59.5,10.6,59.5,13.6,8.2,117.8,7.0,117.8,16.1,3.0,139.0,2.1,139.0,14.8,2.2,128.0,1.7,128.0,47.7,4.3,412.9,1.0,412.9
2017-09-30,Sep17,Male,Number of clients who are homeless,4475.0,5702.0,2631.0,994.0,1153.0,597.0,339.0,376.0,16229.0,3912293.0,3131735.0,2451354.0,1299493.0,856604.0,262154.0,206965.0,127867.0,12250963.0,13.2,11.4,27.6,86.3,31.9,86.3,18.2,35.1,137.4,25.6,137.4,10.7,16.2,81.0,20.0,81.0,7.6,6.1,57.7,10.6,57.7,13.5,7.1,101.6,7.0,101.6,22.8,3.7,171.9,2.1,171.9,16.4,2.1,123.6,1.7,123.6,29.4,2.3,222.0,1.0,222.0
2017-09-30,Sep17,Male,Number of clients accommodated in short-term/emergency accommodation,1083.0,1252.0,1710.0,492.0,294.0,155.0,121.0,186.0,5284.0,3912293.0,3131735.0,2451354.0,1299493.0,856604.0,262154.0,206965.0,127867.0,12250963.0,4.3,2.8,20.5,64.2,31.9,64.2,4.0,23.7,92.7,25.6,92.7,7.0,32.4,161.7,20.0,161.7,3.8,9.3,87.8,10.6,87.8,3.4,5.6,79.6,7.0,79.6,5.9,2.9,137.1,2.1,137.1,5.8,2.3,135.5,1.7,135.5,14.5,3.5,337.3,1.0,337.3
2017-09-30,Sep17,Total,Number of clients with problematic drug or alcohol issues,2191.0,2133.0,915.0,702.0,529.0,250.0,157.0,256.0,7126.0,7884752.0,6333514.0,4945129.0,2594138.0,1733055.0,529350.0,417964.0,247514.0,24690071.0,2.9,2.8,30.7,96.3,31.9,96.3,3.4,29.9,116.7,25.7,116.7,1.9,12.8,64.1,20.0,64.1,2.7,9.9,93.8,10.5,93.8,3.1,7.4,105.8,7.0,105.8,4.7,3.5,163.6,2.1,163.6,3.8,2.2,130.1,1.7,130.1,10.3,3.6,358.4,1.0,358.4
2017-09-30,Sep17,Total,Number of clients who are homeless,10112.0,12829.0,5610.0,2245.0,2628.0,1199.0,776.0,841.0,36153.0,7884752.0,6333514.0,4945129.0,2594138.0,1733055.0,529350.0,417964.0,247514.0,24690071.0,14.6,12.8,28.0,87.6,31.9,87.6,20.3,35.5,138.3,25.7,138.3,11.3,15.5,77.5,20.0,77.5,8.7,6.2,59.1,10.5,59.1,15.2,7.3,103.6,7.0,103.6,22.7,3.3,154.7,2.1,154.7,18.6,2.1,126.8,1.7,126.8,34.0,2.3,232.0,1.0,232.0
2017-09-30,Sep17,Total,Number of clients accommodated in short-term/emergency accommodation,2394.0,2743.0,3695.0,1319.0,623.0,364.0,307.0,546.0,11973.0,7884752.0,6333514.0,4945129.0,2594138.0,1733055.0,529350.0,417964.0,247514.0,24690071.0,4.8,3.0,20.0,62.6,31.9,62.6,4.3,22.9,89.3,25.7,89.3,7.5,30.9,154.1,20.0,154.1,5.1,11.0,104.9,10.5,104.9,3.6,5.2,74.1,7.0,74.1,6.9,3.0,141.8,2.1,141.8,7.3,2.6,151.5,1.7,151.5,22.1,4.6,454.9,1.0,454.9
2017-09-30,Sep17,Total,Number of nights in short-term/emergency accommodation,45496.0,40438.0,74579.0,15543.0,12405.0,6244.0,7887.0,5737.0,208329.0,7884752.0,6333514.0,4945129.0,2594138.0,1733055.0,529350.0,417964.0,247514.0,24690071.0,84.4,57.7,21.8,68.4,31.9,68.4,63.8,19.4,75.7,25.7,75.7,150.8,35.8,178.7,20.0,178.7,59.9,7.5,71.0,10.5,71.0,71.6,6.0,84.8,7.0,84.8,118.0,3.0,139.8,2.1,139.8,188.7,3.8,223.6,1.7,223.6,231.8,2.8,274.7,1.0,274.7
2017-09-30,Sep17,Total,Number of clients financially assisted with payments for short term/emergency accommodation,192.0,1403.0,133.0,42.0,74.0,78.0,13.0,17.0,1948.0,7884752.0,6333514.0,4945129.0,2594138.0,1733055.0,529350.0,417964.0,247514.0,24690071.0,0.8,0.2,9.9,30.9,31.9,30.9,2.2,72.0,280.8,25.7,280.8,0.3,6.8,34.1,20.0,34.1,0.2,2.2,20.5,10.5,20.5,0.4,3.8,54.1,7.0,54.1,1.5,4.0,186.8,2.1,186.8,0.3,0.7,39.4,1.7,39.4,0.7,0.9,87.1,1.0,87.1
2017-09-30,Sep17,Total,Number of clients who have experienced family and domestic violence,7304.0,12820.0,3038.0,2411.0,1992.0,535.0,493.0,976.0,29490.0,7884752.0,6333514.0,4945129.0,2594138.0,1733055.0,529350.0,417964.0,247514.0,24690071.0,11.9,9.3,24.8,77.6,31.9,77.6,20.2,43.5,169.5,25.7,169.5,6.1,10.3,51.4,20.0,51.4,9.3,8.2,77.8,10.5,77.8,11.5,6.8,96.2,7.0,96.2,10.1,1.8,84.6,2.1,84.6,11.8,1.7,98.8,1.7,98.8,39.4,3.3,330.1,1.0,330.1
