"Table_Number","Year","Measure","Age","Indigenous_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.1","2019-20","Recurrent expenditure","All ages","All people","","","","State and Territory government expenditure on homelessness services","Service delivery expenditure","","","","","Derived from State and Territory governments (unpublished)","%","97.0","99.1","96.8","98.3","94.8","96.8","97.6","96.8","97.7"
"19A.1","2019-20","Recurrent expenditure","All ages","All people","","","","State and Territory government expenditure on homelessness services","Administrative expenditure","","","","","Derived from State and Territory governments (unpublished)","%","3.0","0.9","3.2","1.7","5.2","3.2","2.4","3.2","2.3"
"19A.1","2018-19","Recurrent expenditure","All ages","All people","","","2021-22 dollars","State and Territory government expenditure on homelessness services","Total recurrent real expenditure","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","253.3","361.8","152.0","81.7","73.0","33.3","25.6","39.4","1020.2"
"19A.1","2018-19","Recurrent expenditure","All ages","All people","","","2021-22 dollars","State and Territory government expenditure on homelessness services","Real expenditure per person in the residential population","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","31.48","55.44","30.08","31.35","41.92","62.74","60.40","160.37","40.52"
"19A.1","2018-19","Recurrent expenditure","All ages","All people","","","","State and Territory government expenditure on homelessness services","Service delivery expenditure","","","","","Derived from State and Territory governments (unpublished)","%","96.8","99.0","96.6","98.0","94.8","96.6","97.5","97.8","97.6"
"19A.1","2018-19","Recurrent expenditure","All ages","All people","","","","State and Territory government expenditure on homelessness services","Administrative expenditure","","","","","Derived from State and Territory governments (unpublished)","%","3.2","1.0","3.4","2.0","5.2","3.4","2.5","2.2","2.4"
"19A.1","2017-18","Recurrent expenditure","All ages","All people","","","2021-22 dollars","State and Territory government expenditure on homelessness services","Total recurrent real expenditure","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","239.3","336.6","144.9","82.7","73.5","32.7","23.4","40.5","973.6"
"19A.1","2017-18","Recurrent expenditure","All ages","All people","","","2021-22 dollars","State and Territory government expenditure on homelessness services","Real expenditure per person in the residential population","","","","","Derived from State and Territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","30.23","52.72","29.17","32.01","42.55","62.34","56.20","164.13","39.30"
"19A.1","2017-18","Recurrent expenditure","All ages","All people","","","","State and Territory government expenditure on homelessness services","Service delivery expenditure","","","","","Derived from State and Territory governments (unpublished)","%","97.0","99.0","96.6","97.9","95.6","96.6","97.3","97.6","97.6"
"19A.1","2017-18","Recurrent expenditure","All ages","All people","","","","State and Territory government expenditure on homelessness services","Administrative expenditure","","","","","Derived from State and Territory governments (unpublished)","%","3.0","1.0","3.4","2.1","4.4","3.4","2.7","2.4","2.4"
"19A.2","2016","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People who are in improvised dwellings; tents or sleeping out","","","ABS Census of Population and Housing: Estimating Homelessness","rate","3.5","1.9","3.7","4.4","2.3","2.7","1.4","47.9","3.5"
"19A.2","2016","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People in supported accommodation for the homeless","","","ABS Census of Population and Housing: Estimating Homelessness","rate","7.8","12.1","7.9","4.3","8.5","11.3","20.0","27.8","9.1"
"19A.2","2016","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People staying temporarily with other households","","","ABS Census of Population and Housing: Estimating Homelessness","rate","7.2","5.2","10.2","7.9","7.9","9.4","6.9","18.1","7.6"
"19A.2","2016","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People staying in boarding houses","","","ABS Census of Population and Housing: Estimating Homelessness","rate","9.2","7.4","7.7","4.0","5.4","2.7","2.4","21.2","7.5"
"19A.2","2016","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People in other temporary lodging","","","ABS Census of Population and Housing: Estimating Homelessness","rate","0.3","0.2","0.4","0.2","0.2","0.5","0.1","0.8","0.3"
"19A.2","2016","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People living in 'severely' crowded dwellings","","","ABS Census of Population and Housing: Estimating Homelessness","rate","22.5","15.1","16.2","15.6","12.8","5.2","9.3","483.5","21.8"
"19A.2","2016","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","Total homeless people","","","ABS Census of Population and Housing: Estimating Homelessness","rate","50.4","41.9","46.1","36.4","37.1","31.8","40.2","599.4","49.8"
"19A.2","2011","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People who are in improvised dwellings; tents or sleeping out","","","ABS Census of Population and Housing: Estimating Homelessness","rate","2.8","2.0","3.7","4.1","1.6","3.1","0.8","40.0","3.2"
"19A.2","2011","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People in supported accommodation for the homeless","","","ABS Census of Population and Housing: Estimating Homelessness","rate","7.1","14.6","8.7","4.2","10.1","9.7","30.9","26.7","9.9"
"19A.2","2011","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People staying temporarily with other households","","","ABS Census of Population and Housing: Estimating Homelessness","rate","7.1","6.2","9.9","9.7","8.7","10.1","8.9","20.2","8.1"
"19A.2","2011","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People staying in boarding houses","","","ABS Census of Population and Housing: Estimating Homelessness","rate","8.4","7.3","6.9","4.2","5.1","3.8","0.2","13.9","6.9"
"19A.2","2011","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People in other temporary lodging","","","ABS Census of Population and Housing: Estimating Homelessness","rate","0.4","0.2","0.5","0.3","0.2","0.4","0.1","0.9","0.3"
"19A.2","2011","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","People living in 'severely' crowded dwellings","","","ABS Census of Population and Housing: Estimating Homelessness","rate","14.0","11.2","14.3","18.5","10.7","3.7","7.8","621.4","19.2"
"19A.2","2011","Rate of homeless people","All ages","All people","","","","Rate of homeless people","Per 10 000 population","Homelessness operational groups","Total homeless people","","","ABS Census of Population and Housing: Estimating Homelessness","rate","39.7","41.7","43.9","41.0","36.4","31.0","48.7","723.3","47.6"
"19A.3","2021-22","Composition of support provided","All ages","All people","Accommodation/accommodation related assistance","","","Composition of support provided","Clients receiving support services","Accommodation/accommodation related assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","21.9","30.5","33.4","47.2","19.0","50.0","45.2","46.3","30.5"
"19A.3","2021-22","Composition of support provided","All ages","All people","Assistance to sustain housing tenure","","","Composition of support provided","Clients receiving support services","Assistance to sustain housing tenure","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","27.3","27.7","30.2","15.3","23.7","12.8","33.0","16.9","25.8"
"19A.3","2021-22","Composition of support provided","All ages","All people","Mental health services","","","Composition of support provided","Clients receiving support services","Mental health services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.1","4.3","3.8","4.9","0.2","6.2","9.7","3.0","4.2"
"19A.3","2021-22","Composition of support provided","All ages","All people","Family/relationship assistance","","","Composition of support provided","Clients receiving support services","Family services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.9","4.2","4.1","6.4","6.6","3.2","12.8","7.1","5.1"
"19A.3","2021-22","Composition of support provided","All ages","All people","Disability services","","","Composition of support provided","Clients receiving support services","Disability services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.6","0.9","0.7","0.6","0","0.9","2.4","0.5","0.7"
"19A.3","2021-22","Composition of support provided","All ages","All people","Drug/alcohol counselling","","","Composition of support provided","Clients receiving support services","Drug/alcohol assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.2","1.3","1.2","1.9","0.1","2.7","2.9","0.9","1.3"
"19A.3","2021-22","Composition of support provided","All ages","All people","Legal/financial services","","","Composition of support provided","Clients receiving support services","Legal/financial services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.1","2.1","2.9","3.5","1.8","2.4","8.2","5.7","2.5"
"19A.3","2021-22","Composition of support provided","All ages","All people","Immigration/cultural services","","","Composition of support provided","Clients receiving support services","Immigration/cultural services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.9","4.3","2.7","15.1","5.5","0.8","7.4","9.5","5.4"
"19A.3","2021-22","Composition of support provided","All ages","All people","Domestic/family violence services","","","Composition of support provided","Clients receiving support services","Domestic/family violence services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.9","31.4","17.3","30.5","21.9","7.3","16.5","37.9","24.8"
"19A.3","2021-22","Composition of support provided","All ages","All people","Other specialist services","","","Composition of support provided","Clients receiving support services","Other specialist services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","16.1","10.8","11.1","15.8","9.0","12.8","20.6","16.2","12.7"
"19A.3","2021-22","Composition of support provided","All ages","All people","General services","","","Composition of support provided","Clients receiving support services","General services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","92.1","80.3","89.9","92.7","99.6","91.5","93.7","89.1","87.8"
"19A.3","2021-22","Composition of support provided","All ages","All people","","","","Composition of support provided","Total clients","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","68473","101675","41587","24707","18030","6977","3811","10096","272694"
"19A.3","2021-22","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support days","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","'000 days","7467","10110","4235","1867","1840","930","693","1023","28163"
"19A.3","2021-22","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","95783","223055","60011","38738","35563","14388","5573","15569","488680"
"19A.3","2021-22","Composition of support provided","All ages","All people","","","","Composition of support provided","Total closed support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","75660","196523","48295","33536","29069","11786","3678","12769","411316"
"19A.3","2020-21","Composition of support provided","All ages","All people","Accommodation/accommodation related assistance","","","Composition of support provided","Clients receiving support services","Accommodation/accommodation related assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.7","29.8","35.9","49.0","20.6","48.6","38.8","48.7","31.1"
"19A.3","2020-21","Composition of support provided","All ages","All people","Assistance to sustain housing tenure","","","Composition of support provided","Clients receiving support services","Assistance to sustain housing tenure","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","29.2","27.8","30.8","15.4","25.9","12.2","28.4","19.3","26.6"
"19A.3","2020-21","Composition of support provided","All ages","All people","Mental health services","","","Composition of support provided","Clients receiving support services","Mental health services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.4","4.3","4.1","4.9","0.2","6.1","7.0","2.8","4.3"
"19A.3","2020-21","Composition of support provided","All ages","All people","Family/relationship assistance","","","Composition of support provided","Clients receiving support services","Family services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.0","5.1","4.5","7.4","7.3","5.1","13.9","6.9","5.7"
"19A.3","2020-21","Composition of support provided","All ages","All people","Disability services","","","Composition of support provided","Clients receiving support services","Disability services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.6","0.7","0.7","0.7","0","1.0","1.7","0.6","0.6"
"19A.3","2020-21","Composition of support provided","All ages","All people","Drug/alcohol counselling","","","Composition of support provided","Clients receiving support services","Drug/alcohol assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.6","1.4","1.4","2.3","0.1","2.7","2.4","1.2","1.4"
"19A.3","2020-21","Composition of support provided","All ages","All people","Legal/financial services","","","Composition of support provided","Clients receiving support services","Legal/financial services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.5","2.2","3.2","3.7","3.0","2.5","6.7","5.3","2.7"
"19A.3","2020-21","Composition of support provided","All ages","All people","Immigration/cultural services","","","Composition of support provided","Clients receiving support services","Immigration/cultural services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.9","5.0","3.3","21.4","8.2","1.1","6.1","9.4","6.7"
"19A.3","2020-21","Composition of support provided","All ages","All people","Domestic/family violence services","","","Composition of support provided","Clients receiving support services","Domestic/family violence services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","20.3","35.0","18.3","30.4","22.8","8.2","15.4","38.2","26.7"
"19A.3","2020-21","Composition of support provided","All ages","All people","Other specialist services","","","Composition of support provided","Clients receiving support services","Other specialist services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","16.8","10.5","13.0","17.4","11.5","12.0","17.8","19.6","13.4"
"19A.3","2020-21","Composition of support provided","All ages","All people","General services","","","Composition of support provided","Clients receiving support services","General services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","92.7","80.2","91.3","94.7","99.1","89.2","87.9","91.9","88.1"
"19A.3","2020-21","Composition of support provided","All ages","All people","","","","Composition of support provided","Total clients","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","70588","105510","41227","24470","18610","6567","4012","10122","278275"
"19A.3","2020-21","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support days","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","'000 days","7454","10118","3908","1813","1936","823","674","1019","27745"
"19A.3","2020-21","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","101314","239470","60903","37838","32435","13164","5984","15842","506950"
"19A.3","2020-21","Composition of support provided","All ages","All people","","","","Composition of support provided","Total closed support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","80669","211011","49117","32564","28133","10775","4207","12720","429196"
"19A.3","2019-20","Composition of support provided","All ages","All people","Accommodation/accommodation related assistance","","","Composition of support provided","Clients receiving support services","Accommodation/accommodation related assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","24.4","25.7","38.0","49.7","20.8","47.1","39.2","43.5","29.7"
"19A.3","2019-20","Composition of support provided","All ages","All people","Assistance to sustain housing tenure","","","Composition of support provided","Clients receiving support services","Assistance to sustain housing tenure","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","29.2","27.7","30.6","16.4","26.8","14.9","27.0","20.5","26.7"
"19A.3","2019-20","Composition of support provided","All ages","All people","Mental health services","","","Composition of support provided","Clients receiving support services","Mental health services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.5","3.9","4.2","5.5","0.2","7.9","6.0","2.6","4.2"
"19A.3","2019-20","Composition of support provided","All ages","All people","Family/relationship assistance","","","Composition of support provided","Clients receiving support services","Family services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.9","5.0","4.4","7.9","6.6","6.5","12.6","5.6","5.6"
"19A.3","2019-20","Composition of support provided","All ages","All people","Disability services","","","Composition of support provided","Clients receiving support services","Disability services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.6","0.5","0.5","0.5","0","1.5","1.4","0.6","0.5"
"19A.3","2019-20","Composition of support provided","All ages","All people","Drug/alcohol counselling","","","Composition of support provided","Clients receiving support services","Drug/alcohol assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","1.9","1.3","1.6","2.5","0.1","3.8","1.5","1.6","1.5"
"19A.3","2019-20","Composition of support provided","All ages","All people","Legal/financial services","","","Composition of support provided","Clients receiving support services","Legal/financial services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.1","2.1","3.9","4.3","3.4","4.3","6.3","4.1","3.0"
"19A.3","2019-20","Composition of support provided","All ages","All people","Immigration/cultural services","","","Composition of support provided","Clients receiving support services","Immigration/cultural services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.5","4.5","3.4","20.7","6.7","1.1","5.3","9.0","6.4"
"19A.3","2019-20","Composition of support provided","All ages","All people","Domestic/family violence services","","","Composition of support provided","Clients receiving support services","Domestic/family violence services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","20.3","34.0","21.2","30.2","24.8","9.3","16.1","34.2","27.0"
"19A.3","2019-20","Composition of support provided","All ages","All people","Other specialist services","","","Composition of support provided","Clients receiving support services","Other specialist services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","17.8","10.1","15.3","18.1","10.7","13.0","16.6","18.1","13.7"
"19A.3","2019-20","Composition of support provided","All ages","All people","General services","","","Composition of support provided","Clients receiving support services","General services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","92.8","79.8","92.2","93.8","99.0","92.6","82.3","91.1","87.7"
"19A.3","2019-20","Composition of support provided","All ages","All people","","","","Composition of support provided","Total clients","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","70372","115306","43094","24956","19218","6444","4143","10277","290462"
"19A.3","2019-20","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support days","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","'000 days","7122","9575","3546","1617","1906","776","625","964","26132"
"19A.3","2019-20","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","100389","248153","61336","37914","33102","12878","6178","15075","515025"
"19A.3","2019-20","Composition of support provided","All ages","All people","","","","Composition of support provided","Total closed support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","80710","220927","51096","33471","27119","10906","4311","12320","440860"
"19A.3","2018-19","Composition of support provided","All ages","All people","Accommodation/accommodation related assistance","","","Composition of support provided","Clients receiving support services","Accommodation/accommodation related assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","24.3","25.0","40.5","46.2","21.8","48.2","38.2","49.1","29.7"
"19A.3","2018-19","Composition of support provided","All ages","All people","Assistance to sustain housing tenure","","","Composition of support provided","Clients receiving support services","Assistance to sustain housing tenure","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","30.7","27.4","32.2","19.6","24.9","15.6","30.0","21.4","27.5"
"19A.3","2018-19","Composition of support provided","All ages","All people","Mental health services","","","Composition of support provided","Clients receiving support services","Mental health services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.2","3.6","4.7","5.2","0.2","6.7","4.9","2.7","4.0"
"19A.3","2018-19","Composition of support provided","All ages","All people","Family/relationship assistance","","","Composition of support provided","Clients receiving support services","Family services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.0","4.6","4.6","8.3","5.7","6.2","12.1","6.2","5.2"
"19A.3","2018-19","Composition of support provided","All ages","All people","Disability services","","","Composition of support provided","Clients receiving support services","Disability services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.6","0.4","0.5","0.5","0","1.2","0.8","0.7","0.5"
"19A.3","2018-19","Composition of support provided","All ages","All people","Drug/alcohol counselling","","","Composition of support provided","Clients receiving support services","Drug/alcohol assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.2","1.2","1.8","2.7","0.1","3.0","1.3","1.9","1.6"
"19A.3","2018-19","Composition of support provided","All ages","All people","Legal/financial services","","","Composition of support provided","Clients receiving support services","Legal/financial services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.1","2.3","3.9","4.2","2.1","3.4","5.9","6.9","3.1"
"19A.3","2018-19","Composition of support provided","All ages","All people","Immigration/cultural services","","","Composition of support provided","Clients receiving support services","Immigration/cultural services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","6.1","4.3","3.6","9.0","6.3","0.9","5.2","13.3","5.3"
"19A.3","2018-19","Composition of support provided","All ages","All people","Domestic/family violence services","","","Composition of support provided","Clients receiving support services","Domestic/family violence services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","20.3","31.2","19.0","31.3","26.2","8.1","12.3","36.0","25.6"
"19A.3","2018-19","Composition of support provided","All ages","All people","Other specialist services","","","Composition of support provided","Clients receiving support services","Other specialist services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","16.1","10.0","15.4","17.3","7.4","11.8","15.2","24.6","13.1"
"19A.3","2018-19","Composition of support provided","All ages","All people","General services","","","Composition of support provided","Clients receiving support services","General services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","92.8","81.9","91.9","95.2","99.5","91.4","88.3","89.4","88.8"
"19A.3","2018-19","Composition of support provided","All ages","All people","","","","Composition of support provided","Total clients","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","73549","112919","43087","24871","19637","6623","3808","9646","290317"
"19A.3","2018-19","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support days","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","'000 days","7163","9375","3527","1690","1981","761","569","967","26033"
"19A.3","2018-19","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","108233","234058","61625","37691","34904","13245","5642","14333","509731"
"19A.3","2018-19","Composition of support provided","All ages","All people","","","","Composition of support provided","Total closed support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","88792","208252","52273","32923","29324","11110","4152","11518","438344"
"19A.3","2017-18","Composition of support provided","All ages","All people","Accommodation/accommodation related assistance","","","Composition of support provided","Clients receiving support services","Accommodation/accommodation related assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.0","22.7","44.0","43.4","23.8","46.8","38.2","54.2","29.2"
"19A.3","2017-18","Composition of support provided","All ages","All people","Assistance to sustain housing tenure","","","Composition of support provided","Clients receiving support services","Assistance to sustain housing tenure","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.1","25.9","32.1","18.3","22.1","16.0","32.0","25.5","26.8"
"19A.3","2017-18","Composition of support provided","All ages","All people","Mental health services","","","Composition of support provided","Clients receiving support services","Mental health services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.7","3.6","5.1","4.8","0.3","6.5","6.2","4.0","4.2"
"19A.3","2017-18","Composition of support provided","All ages","All people","Family/relationship assistance","","","Composition of support provided","Clients receiving support services","Family services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.7","4.5","4.8","7.9","5.6","5.6","12.6","8.9","5.4"
"19A.3","2017-18","Composition of support provided","All ages","All people","Disability services","","","Composition of support provided","Clients receiving support services","Disability services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","0.6","0.4","0.6","0.4","0","1.0","1.2","0.5","0.5"
"19A.3","2017-18","Composition of support provided","All ages","All people","Drug/alcohol counselling","","","Composition of support provided","Clients receiving support services","Drug/alcohol assistance","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","2.5","1.3","2.3","2.7","0.1","3.0","2.0","2.0","1.8"
"19A.3","2017-18","Composition of support provided","All ages","All people","Legal/financial services","","","Composition of support provided","Clients receiving support services","Legal/financial services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.6","2.8","6.0","4.0","1.4","4.1","6.6","5.4","3.6"
"19A.3","2017-18","Composition of support provided","All ages","All people","Immigration/cultural services","","","Composition of support provided","Clients receiving support services","Immigration/cultural services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","5.9","4.3","3.6","9.0","6.3","1.2","5.6","17.2","5.4"
"19A.3","2017-18","Composition of support provided","All ages","All people","Domestic/family violence services","","","Composition of support provided","Clients receiving support services","Domestic/family violence services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","20.5","33.6","19.3","32.5","24.7","9.5","14.9","40.9","27.0"
"19A.3","2017-18","Composition of support provided","All ages","All people","Other specialist services","","","Composition of support provided","Clients receiving support services","Other specialist services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","16.6","10.1","17.4","16.9","7.2","11.3","18.2","26.2","13.5"
"19A.3","2017-18","Composition of support provided","All ages","All people","General services","","","Composition of support provided","Clients receiving support services","General services","","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","93.5","78.9","91.6","94.1","99.4","91.7","93.7","92.4","87.6"
"19A.3","2017-18","Composition of support provided","All ages","All people","","","","Composition of support provided","Total clients","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","71628","116872","41118","23739","19641","6508","4026","9285","288795"
"19A.3","2017-18","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support days","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","'000 days","6806","8901","3204","1563","1987","709","566","932","24668"
"19A.3","2017-18","Composition of support provided","All ages","All people","","","","Composition of support provided","Total support periods","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","111959","237137","59257","35583","35397","12972","6258","14121","512684"
